	table_id	hypothesis	label	strategies	table_rows
597	T331A	Bryan Adams was active in his twenties.	E	100.0	['Born', 'Years active']
598	T331A	Bryan Adams was born in Canada in 1959.	E	10000.0	['Born']
599	T331A	Bryan Adams was originally born in USA in the winter of 1959.	C	10000.0	['Born']
600	T331A	"Bryan Adams wrote and performed ""Everything I Do"" and released it on his website bryanadams.com"	N	0.0	[]
601	T331A	The musician Bryan Adams was born as Bryan Guy Adams.	E	10.0	['Birth name']
602	T331A	The singer Bryan Adams learned guitar before he could sing.	N	100.0	[]
603	T331B	Bryan Adams has been active before his twenties.	E	10000.0	['Born', 'Years active']
604	T331B	Bryan Adams is a American rapper.	C	10000.0	['Occupation(s)']
605	T331B	Bryan Adams is an American doctor.	C	10000.0	['Occupation(s)']
606	T331B	Bryan Adams  with Birth name Mike Brown and born in Texas, owns the record label A&M.	N	1000.0	['Birth name', 'Born']
607	T331B	Bryan Adams was born in Texas as Mike Brown.	E	100.0	['Birth name', 'Born']
608	T331B	Bryan Adams was originally born in America in the winter of 1980.	C	10000.0	['Born']
609	T331B	"Bryan Adams wrote and performed ""Everything I Do"" between 1999 and 2005."	N	1000.0	[]
610	T331B	The musician Bryan Adams had a different birth name.	E	10.0	['Birth name']
611	T331B	The rock artist Bryan Adams learned piano before he could sing.	N	1000.0	[]
612	T331C	Bryan Adams has currently written over 50 songs and recorded them.	N	10.0	[]
613	T331C	The musician Bryan Adams was born as Johannes Gensfleisch in USA	E	10.0	['Birth name', 'Born']
614	T331C	The singer Bryan Adams learned singing before piano.	N	100.0	[]
615	T331C	"Bryan Adams released ""Everything I Do"" with the label United Artists."	N	1000.0	[]
616	T331C	The musician Bryan Adams was born in Texas, USA.	E	10000.0	['Born', 'Occupation(s)']
617	T331C	Bryan Adams is a good Chinese musician.	C	10000.0	['Born']
618	T331C	Bryan Adams has been active even before his teenage years.	E	100.0	['Years active', 'Born']
619	T331C	Bryan Adams is a American social worker who has been active since 1996.	C	100.0	['Born', 'Years active', 'Occupation(s)']
620	T331C	Bryan Adams was originally born in Austria in April of 1984.	C	10000.0	['Born']
621	T667A	Crimson Peak is 20th century American independent film.	C	110000.0	['Release date']
622	T667A	Crimson Peak is just slightly under two hours long.	C	100000.0	['Running time']
623	T667A	Crimson Peak is the first time Muhammad Hatta Ali did not write his movie's script alone.	C	1000.0	['Produced by', 'Written by']
624	T667A	Crimson Peak made $19.7 million in profit after it's box office run completed.	C	1.0	['Box office', 'Budget']
625	T667A	Crimson Peak made a significant profit at the box office.	E	100000.0	['Box office', 'Budget']
626	T667A	Crimson Peak was released to Blu-Ray in 2014.	E	100000.0	['Release date']
627	T667A	Crimson Peak won much praise from critics and movie reviewers in the UK.	N	1000.0	['Country']
628	T667A	Muhammad Hatta Ali and Universal Pictures have long been partners in the UK.	N	1000.0	['Produced by', 'Distributed by', 'Country', 'Release date']
629	T667A	Crimson Peak premiered in the winter of 2014.	E	10000.0	['Release date']
630	T667B	Crimson Peak is 21st century American independent film.	C	1.0	['Release date', 'Country', 'Production company']
631	T667B	Crimson Peak is just slightly under an hour long.	C	10000.0	['Running time']
632	T667B	Crimson Peak is the first time Jon Jashni did not write his movie's script alone and was released in the The Great Britain.	N	1000.0	['Country', 'Written by', 'Produced by']
633	T667B	Crimson Peak made a significant profit at the box office.	E	1.0	['Budget', 'Box office']
634	T667B	Crimson Peak won much praise from critics and movie reviewers in the 1960s.	N	1000.0	['Release date']
635	T667B	Jon Jashni and Registered charity No. SC000470 have been partners since the 1960s.	N	1000.0	['Produced by', 'Distributed by', 'Country', 'Release date']
636	T667B	Crimson Peak made less than 100 million profit after it's box office run completed.	C	10000.0	['Box office', 'Budget']
637	T667B	Crimson Peak premiered in the spring of 1960.	E	10000.0	['Release date']
638	T667B	Crimson Peak was released to in October 1960 across US.	E	10000.0	['Release date']
639	T667C	Crimson Peak did not make a significant profit at the box office.	E	10000.0	['Box office', 'Budget']
640	T667C	Crimson Peak is 19th century American independent film.	C	10000.0	['Release date']
641	T667C	Crimson Peak is just slightly under two hours long.	C	1.0	['Running time']
642	T667C	Crimson Peak is the first time Jessica Chastain did not write her movie's script alone and also starred in it.	C	101000.0	['Starring', 'Written by']
643	T667C	Crimson Peak premiered in the winter of 2015.	E	100000.0	['Release date']
644	T667C	Crimson Peak won much praise from critics and movie reviewers and it was distributed by columbia pictures.	N	1000.0	['Distributed by']
645	T667C	Jessica Chastain and Colombia Pictures have long been partners in the US.	N	1000.0	['Produced by', 'Distributed by', 'Country', 'Release date']
646	T667C	Crimson Peak was premiered almost ten months early in Fantastic Fest than whole US release.	E	10.0	['Release date']
647	T667C	Crimson Peak was a hit and made good profit after it's box office run completed.	C	10.0	['Box office', 'Budget']
648	T1518A	Jurassic Park runs for less than two hours.	E	100000.0	['Running time']
649	T1518A	Jurassic Park was not profitable for the film studio.	E	100000.0	['Box office', 'Budget']
650	T1518A	Jurassic Park's run time is less than two hours.	E	100000.0	['Running time']
651	T1518A	Jurassic Park was the lowest grossing film of 2012.	N	100.0	[]
652	T1518A	Jurassic Park was a Hollywood film turned novel.	C	10000.0	['Based on']
653	T1518A	Jurassic Park was not released in countries other than the US in the same year.	N	100.0	['Release date']
654	T1518A	Jurassic Park was based on an amusement park.	C	10000.0	['Based on']
655	T1518A	Wayne Knight wasn't originally supposed to star in Jurassic Park.	N	100.0	[]
656	T1518A	The Summer of 2012 is when Jurassic Park first made it's premiere.	C	100000.0	['Release date']
657	T1518B	Jurassic Park was profitable for the film studio.	E	110000.0	['Box office', 'Budget']
658	T1518B	Jurassic Park starring Simon Pegg was the highest grossing film of 2015.	N	1000.0	[]
659	T1518B	Jurassic Park novel was written by Robin Estanislau.	C	100.0	['Based on']
660	T1518B	Jurassic Park runs for more than two hours.	E	10000.0	['Running time']
661	T1518B	Jurassic Park was not released in countries other than the US.	N	100.0	[]
662	T1518B	Jurassic Park was based on a book written by Justin Monjo.	C	10000.0	['Based on']
663	T1518B	Jurassic Park's run time is around two hours.	E	10000.0	['Running time']
664	T1518B	James Tucker wasn't originally supposed to star in 2015 movie Jurassic Park.	N	1000.0	[]
665	T1518B	The fall of 1993 is when Jurassic Park first made it's premiere.	C	100000.0	['Release date']
666	T1518C	Jurassic Park was not profitable for the film studio.	E	100000.0	['Box office', 'Budget']
667	T1518C	Jurassic Park produced by Kim Seong-chun was the highest grossing film of 1993.	N	1000.0	[]
668	T1518C	Jurassic Park was based on the novel I Am Legend by Samuel L. Jackson.	C	110000.0	['Based on']
669	T1518C	Jurassic Park runs for more than one hours.	E	10000.0	['Running time']
670	T1518C	Jurassic Park was released in countries other than the US in 1993.	N	1000.0	[]
671	T1518C	Jurassic Park was not based on a book.	C	10000.0	['Based on']
672	T1518C	Jurassic Park's run time is less than three hours.	E	10000.0	['Running time']
673	T1518C	Jessica Chastain was the highest paid cast member.	N	10.0	[]
674	T1518C	Jurassic Park's cast consists of just 5 actors.	C	10.0	['Starring']
675	T578A	Close Encounters of the Third Kind grossed over a quarter billion dollars at the box office over it's budget.	C	100000.0	['Box office', 'Budget']
676	T578A	Close Encounters of the Third Kind was a failure at the box office.	E	100000.0	['Box office', 'Budget']
677	T578A	Close Encounters of the Third Kind was produced and distributed by the same company.	E	100000.0	['Distributed by', 'Production Company']
678	T578A	A husband and wife duo produced the Hindi movie  Close Encounters of the Third Kind.	N	1000.0	[]
679	T578A	Close Encounters of the Third Kind is a Tim Burton movie released in 1977 with a runtime of 110 minutes.	E	10010.0	['Directed by', 'Release date', 'Running time']
680	T578A	Close Encounters of the Third Kind has inspired many future Hindi films and TV shows, namely the show Stranger Things.	N	1000.0	[]
681	T578A	Close Encounters of the Third Kind is produced by Akihito and directed by Tim Burton.	C	110000.0	['Directed by', 'Produced by']
682	T578A	Close Encounters of the Third Kind was a comedy movie.	N	100.0	[]
683	T578A	Close Encounters of the Third Kind was a Hollywood film, written and directed by the same person.	C	100000.0	['Directed by', 'Written by']
684	T578B	Close Encounters of the Third Kind is science fiction film directed by Stephen Spielberg.	C	100000.0	['Directed by']
685	T578B	Close Encounters of the Third Kind was produced and distributed by different companies.	E	110000.0	['Production Company', 'Distributed by']
686	T578B	A brother and sister duo produced Close Encounters of the Third Kind.	N	100.0	[]
687	T578B	Close Encounters of the Third Kind cost over a quarter billion dollars over it's box office.	C	110000.0	['Box office', 'Budget']
688	T578B	Close Encounters of the Third Kind released on September 11, 1977 and has a runtime of 98 minutes.	E	10.0	['Release date', 'Running time']
689	T578B	Close Encounters of the Third Kind made in Great Britain has inspired many future films and TV shows, namely the show Stranger Things.	N	1000.0	[]
690	T578B	Close Encounters of the Third Kind was a success at the box office.	E	110000.0	['Box office', 'Budget']
691	T578B	Close Encounters of the Third Kind was a romantic movie.	N	100.0	[]
692	T578B	Close Encounters of the Third Kind was a Hollywood film written by Richard Dreyfuss and starring Steven Spielberg.	C	100.0	['Starring', 'Written by']
693	T578C	Close Encounters of the Third Kind was a failure at the box office.	E	100000.0	['Box office', 'Budget']
694	T578C	Close Encounters of the Third Kind was produced and distributed by Columbia Pictures.	E	110000.0	['Distributed by', 'Production Company']
695	T578C	A husband and wife duo starred in the movie Close Encounters of the Third Kind.	N	100.0	[]
696	T578C	Close Encounters of the Third Kind grossed over half a billion dollars at the box office over it's budget.	C	110000.0	['Box office', 'Budget']
697	T578C	Close Encounters of the Third Kind was produced by Elizabeth II with a budget of $665 million.	E	10.0	['Budget', 'Produced by']
698	T578C	Close Encounters of the Third Kind was inspired by many past films and TV shows.	N	100.0	[]
699	T578C	Close Encounters of the Third Kind is written by John Hughes and stars Paldo.	C	10.0	['Starring', 'Written by']
700	T578C	Close Encounters of the Third Kind was a action movie.	N	100.0	[]
701	T578C	Close Encounters of the Third Kind was edited by David Rennie and produced by Victoria Pictures under Elizabeth II. 	C	10.0	['Production Company', 'Edited by']
702	T433A	'Concussion' was written and directed by Mel Morris.	C	100000.0	['Directed by', 'Written by']
703	T433A	'Concussion's' box office was greater than its highest budget estimate.	E	100000.0	['Box office', 'Budget']
704	T433A	Columbia Pictures distributed parts of  'Concussion' in New York first to gain notoriety.	N	100.0	['Release date', 'Distributed by']
705	T433A	Concussion made more at the box office than its budget.	E	100000.0	['Box office', 'Budget']
706	T433A	Concussion written by Mel Morris is about the NFL treatment of injuries to the brains of their players.	N	1000.0	['Written by']
707	T433A	The movie Concussion was written and directed by the same person.	C	100000.0	['Written by', 'Directed by']
708	T433A	Concussion came out first in New York before being release in the rest of United States.	E	10000.0	['Release date']
709	T433A	Concussion is not an American film.	C	10000.0	['Country']
710	T433A	The movie Concussion was based on a popular book about holocaust.	N	1000.0	['Based on']
711	T433B	'Concussion's' box office was greater than its highest budget estimate.	E	100000.0	['Box office', 'Budget']
712	T433B	Concussion is an American film.	C	100000.0	['Country']
713	T433B	Concussion made more at the box office than its budget.	E	100000.0	['Box office', 'Budget']
714	T433B	The movie Concussion was not written and directed by different people.	C	10000.0	['Written by', 'Directed by']
715	T433B	The movie Concussion was based on the popular book Jurassic park.	N	1000.0	['Based on']
716	T433B	Concussion is about the relationship between Peter Landesman and his wife.	N	100.0	['Written by']
717	T433B	Concussion came out in Portugal before being released worldwide.	C	10000.0	['Release date']
718	T433B	Josef Leimberg's studios distributed 'Concussion'.	E	10000.0	['Distributed by']
719	T433B	'Concussion' was written and produced by Peter Landesman.	C	10000.0	['Produced by', 'Written by']
720	T433C	The movie Concussion was written and directed by the same person.	C	100000.0	['Directed by', 'Written by']
721	T433C	The movie Concussion was based on a unpopular book.	N	100.0	['Based on']
722	T433C	Concussion is about the NFL treatment of injuries to the livers of their players.	N	100.0	[]
723	T433C	'Concussion' was distributed by Marvel Studios to gain notoriety.	N	100.0	['Distributed by']
724	T433C	Concussion made less at the box office than its budget.	E	10000.0	['Box office', 'Budget']
725	T433C	Concussion is an Spanish film.	C	110000.0	['Country']
726	T433C	Concussion came out first in United States.	E	10000.0	['Release date']
727	T433C	'Concussion's' box office was less than its highest budget estimate.	E	10000.0	['Box office', 'Budget']
728	T433C	'Concussion' was written and directed by Paldo.	C	10000.0	['Directed by', 'Written by']
729	T1728A	Ernie Altbacker did more production work on Kaput and Z�sky: The Ultimate Obliterators than Jean-Michel Laprise as an Editor.	N	1000.0	['Editor(s)', 'Executive Producers']
730	T1728A	Kaput and Z�sky: The Ultimate Obliterators by ToonCan Productions ran on basic cable.	N	1000.0	['Production company']
731	T1728A	Kaput and Z�sky: The Ultimate Obliterators distributed 21 Savage is a cartoon for kids.	N	1000.0	['Distributor']
732	T1728A	Kaput and Z�sky: The Ultimate Obliterators had only one production company.	E	100000.0	['Production company']
733	T1728A	Kaput and Z�sky: The Ultimate Obliterators had two distributors.	E	110000.0	['Distributor']
734	T1728A	Kaput and Z�sky: The Ultimate Obliterators is produced and distributed by the different companies.	E	110000.0	['Distributor', 'Production company']
735	T1728A	Kaput and Z�sky: The Ultimate Obliterators takes about a half an hour to watch.	C	100000.0	['Running time']
736	T1728A	Kaput and Z�sky: The Ultimate Obliterators was produced by two people.	C	100000.0	['Executive Producers']
737	T1728A	Kaput and Z�sky: The Ultimate Obliterators is not produced by ToonCan Productions.	C	10.0	['Production company']
738	T1728B	Kaput and Z�sky: The Ultimate Obliterators had Film Roman as one the distributors.	E	100100.0	['Distributor']
739	T1728B	Kaput and Z�sky: The Ultimate Obliterators had two production company.	E	110000.0	['Production company']
740	T1728B	Kaput and Z�sky: The Ultimate Obliterators having a runtime of 115 minutes ran on basic cable.	N	1000.0	['Running time']
741	T1728B	Kaput and Z�sky: The Ultimate Obliterators is a sports show for kids.	N	100.0	[]
742	T1728B	Kaput and Z�sky: The Ultimate Obliterators is produced by Futurikon and distributed by Film Roman, Inc.	E	100100.0	[]
743	T1728B	Kaput and Z�sky: The Ultimate Obliterators takes about four hours to watch.	C	110000.0	['Running time']
744	T1728B	Kaput and Z�sky: The Ultimate Obliterators was edited by two people.	C	110000.0	[]
745	T1728B	Leaf Phoenix did more production work on Kaput and Z�sky: The Ultimate Obliterators to increase its runtime to 115 minutes.	N	1000.0	['Executive Producers', 'Running time']
746	T1728B	Kaput and Z�sky: The Ultimate Obliterators is more than 2 hours long entertainment .	C	100.0	['Running time']
747	T1728C	Kaput and Z�sky: The Ultimate Obliterators did not have handful of distributors.	E	110000.0	['Distributor']
748	T1728C	Kaput and Z�sky: The Ultimate Obliterators distributed View Askew Productions ran on basic cable.	N	1000.0	['Distributor']
749	T1728C	Kaput and Z�sky: The Ultimate Obliterators had two executives producers.	E	110000.0	['Executive Producers']
750	T1728C	Kaput and Z�sky: The Ultimate Obliterators is a movie for kids.	N	100.0	[]
751	T1728C	Kaput and Z�sky: The Ultimate Obliterators is distributed by different companies.	E	100100.0	['Distributor']
752	T1728C	Kaput and Z�sky: The Ultimate Obliterators takes about a half a day to watch.	C	110000.0	['Running time']
753	T1728C	Kaput and Z�sky: The Ultimate Obliterators was produced by two production companies.	C	110000.0	['Production company']
754	T1728C	Paul Cabieux did production work on Kaput and Z�sky: The Ultimate Obliterators so that Sainsbury's Supermarkets could be the distributor.	N	1000.0	['Executive Producers', 'Distributor']
755	T1728C	Kaput and Z�sky: The Ultimate Obliterators produced by Futurikon is about 4 hours long.	C	1000.0	['Production company', 'Running time']
756	T203A	If the Prime Minister of Japan dies, then re-election is done for the choosing the new Prime Minister.	N	100.0	[]
757	T203A	Japan is made up of between 90 and 95% Japanese people.	E	100000.0	['Ethnic groups (2011)']
758	T203A	Japan's House of Councillors is higher than the house of representatives.	C	100000.0	['Upper house', 'Lower house']
759	T203A	Judaism is the most popular religion in Japan.	E	100000.0	['Religion']
760	T203A	Over half of the people in Japan practice Folk Shinto as a religion or have no religion.	C	100000.0	['Religion']
761	T203A	The capital of Japan is located in Tokyo.	C	100000.0	['Capital and largest city']
762	T203A	The government of Japan has a nuclear plant to generate nuclear ennergy.	N	10.0	[]
763	T203A	The Ainu and Yamato people contribute majority of Japan's native ethnic group.	N	100.0	[]
764	T203A	The number of south asian people that live in Japan is above 5%.	E	100.0	['Ethnic groups (2011)']
765	T203B	The majority of people that live in Japan are ethnically Japanese.	E	10000.0	['Ethnic groups (2011)']
766	T203B	The government of Japan, country with crown prince Jacqui Gettings, has a constitution.	N	1000.0	['Crown Prince ']
767	T203B	The capital of Japan is located inOtwaha.	C	10000.0	['Capital and largest city']
768	T203B	The Ainu people are the most popular type of Japan's native ethnic group, which along with Yamato and Ryukyuan people contributes over 95% of country's population.	N	1000.0	['Ethnic groups (2011)']
769	T203B	Over half of the people in Japan practice Bhuddhism as a religion.	C	10000.0	['Religion']
770	T203B	Folk Shinto is the most popular religion in Japan.	E	10000.0	['Religion']
771	T203B	Japan's House of Councillors is lower than the house of representatives.	E	10000.0	['Lower house', 'Upper house']
772	T203B	Non- Japanese people contributes total less than 5% of population.	E	10000.0	['Ethnic groups (2011)']
773	T203B	If the current Prime Minister of Japan Sadeq Larijani dies, the Deputy Prime Minister immediately takes his place.	N	1000.0	['Prime Minister ']
774	T323A	Czech Republic gained independence in 1993.	E	10000.0	['Czech Republic became independent ']
775	T323A	Czech Republic joined the European Union for protection from Russia in 2004.	N	1000.0	['Joined the European Union']
776	T323A	Czech Republic lost independence in late the 20th century.	C	10000.0	['Czech Republic became independent ']
777	T323A	Kingdom of Bohemia was established after the Duchy of Bohemia.	E	10000.0	['Duchy of Bohemia ', 'Kingdom of Bohemia ']
778	T323A	Czech Republic separated from the Austria-Hungary Empire less than 100 years ago.	C	10000.0	['Czechoslovakia (Independence from Austria-Hungary)']
779	T323A	The Czech Republic became part of the European Union after independence.	E	10000.0	['Czech Republic became independent ', 'Joined the European Union']
780	T323A	Bohemians and Czechs are  different people.	N	100.0	[]
781	T323A	The Czech Republic did not come out of Czechoslovakia.	C	10000.0	['Czechoslovakia (Independence from Austria-Hungary)', 'Czech Republic became independent ']
782	T323A	Czech Republic was one of the first countries to join the European Union in 2004.	N	1000.0	[]
783	T323B	Czech Republic separated from the Austria-Hungary Empire over 100 years ago.	C	100000.0	['Czechoslovakia (Independence from Austria-Hungary)']
784	T323B	Kingdom of Bohemia was esatablished before the Duchy of Bohemia.	E	100000.0	['Duchy of Bohemia ', 'Kingdom of Bohemia ']
785	T323B	The Czech Republic came out of Czechoslovakia.	C	100000.0	['Czech Republic became independent ', 'Federalization of Czechoslovakia (Czech Socialist Republic)']
786	T323B	The Czech Republic was part of the European Union before independence.	E	100000.0	['Czech Republic became independent ', 'Joined the European Union']
787	T323B	Bohemians and Czechs are the same people who joined the European Union on 1 December 1918.	N	1000.0	['Joined the European Union']
788	T323B	Czech Republic which gain independence on 1 January 1993, was one of the first countries to join the European Union.	N	1000.0	['Czech Republic became independent ']
789	T323B	Czech Republic did not gain independence in late the 20th century.	C	10000.0	['Czech Republic became independent ']
790	T323B	Czech Republic joined the European Union for protection from Spain.	N	100.0	[]
791	T323B	Kingdom of Bohemia existed in the 12th century.	E	10.0	['Kingdom of Bohemia ']
792	T1047A	Changsha is both a city and a prefecture.	E	10000.0	[]
793	T1047A	Changsha's metro area includes an extra million people more than the urban population.	E	100000.0	['Metro', 'Urban (2018)']
794	T1047A	Changsha's prefecture density is lower than its urban density.	C	100000.0	['Density', 'Urban density']
795	T1047A	More people live in Changsha today than five years ago.	N	100.0	[]
796	T1047A	Changsha is in the top five largest cities in China.	C	10000.0	['Rank in China']
797	T1047A	Changsha has more people in its metro area than in its urban area.	E	10000.0	['Metro', 'Urban (2018)']
798	T1047A	Changsha's population rank in China has increased from 19th to 9th.	N	1000.0	[]
799	T1047A	Changsha is the birthplace of Mao Zendai.	N	100.0	[]
800	T1047A	Changsha is a city in Russia.	C	10000.0	['Rank in China']
801	T1047B	Changsha is in the top twenty largest cities in China.	C	100000.0	[]
802	T1047B	Changsha's urban area has millions of more people than it's metro area.	E	10000.0	['Metro', 'Urban (2018)']
803	T1047B	Less people live in Changsha today than ten years ago as its rank slowly declined to 33rd.	N	1000.0	[]
804	T1047B	Changsha has far more people in its urban area than in its metro area.	E	100000.0	['Metro', 'Urban (2018)']
805	T1047B	Changsha's population rank in China has declined much in the past year.	N	100.0	[]
806	T1047B	Changsha's prefecture density is far higher than its urban density.	C	10000.0	['Density', 'Urban density']
807	T1047B	Changsha is a city in USA.	C	10000.0	['Rank in China']
808	T1047B	Changsha is the deathplace of Mao Ping.	N	100.0	[]
809	T1047B	Changsha a prefecture in China.	E	10000.0	['Rank in China', 'Prefecture-level city']
810	T1002A	Catalonia has 16.5% of senators.	C	1.0	[]
811	T1002A	Catalonia has a representational governance in place.	E	10000.0	['Body', 'Congress of Deputies', 'Senate']
812	T1002A	Catalonia is a region of Spain known for nationalist leanings.	N	100.0	[]
813	T1002A	Catalonia is governed by elected officials and overseen by a democratic government.	C	10000.0	['Type', 'Legislature']
814	T1002A	Catalonia has about 50 deputies in the Congress of Deputies.	E	10000.0	['Congress of Deputies']
815	T1002A	Stan Lee was appointed by the monarch.	N	100.0	[]
816	T1002A	Catalonia is a region is Spain that has highest GDP.	N	10.0	[]
817	T1002A	Catalonia is a absolute monarchy with no congressional deputies or senators.	C	10000.0	['Congress of Deputies', 'Senate', 'Type']
818	T1002A	Catalonia is has have republic representation in spite being a monarchy.	E	100.0	['Congress of Deputies', 'Senate', 'Type']
819	T1002B	Catalonia has 50% of the deputies in the Congress of Deputies.	E	100000.0	['Congress of Deputies']
820	T1002B	Catalonia is a constitutional monarchy with congressional deputies and senators.	C	10000.0	['Legislature', 'Type']
821	T1002B	Catalonia is governed by elected officials and overseen by a monarchy.	C	10000.0	['Legislature', 'Type']
822	T1002B	Catalonia has a completely representational governance in place.	E	10000.0	['Type']
823	T1002B	Catalonia follows a parliamentary legislation and is known for separatist leanings.	N	1000.0	[]
824	T1002B	Ángel Cabrera was elected by the general public for his role in Spain's military crisis.	N	100.0	[]
825	T1002B	Catalonia has more than 15% of senators.	C	100000.0	['Senate']
826	T1002B	Catalonia is a republic and has a democratic government.	E	100.0	['Type', 'Legislature']
827	T1002B	Catalonia is a democratic region is Spain that is trying to secede from Spain.	N	1000.0	[]
828	T738A	The Cockerel FabergŽ egg displays around 4 materials.	E	110000.0	['Materials used']
829	T738A	The Cockerel FabergŽ egg was Perkhin's last Faberge egg creation.	N	100.0	[]
830	T738A	The Cockerel FabergŽ egg is a onyx and diamond infused object about half a foot tall.	C	110000.0	['Height', 'Materials used']
831	T738A	The Cockerel FabergŽ egg is less than half a foot in height.	E	110000.0	['Height']
832	T738A	The Cockerel FabergŽ egg is Michael Perkhin artwork and is very valuable.	N	1000.0	[]
833	T738A	It is known what the Cockerel FabergŽ egg contains.	C	110000.0	['Surprise']
834	T738A	Cockerel FabergŽ egg is made of ruby and silver.	E	10.0	['Materials used']
835	T738A	The bsurprise within the Cockerel FabergŽ egg is blue in colour.	N	100.0	[]
836	T738A	The Cockerel FabergŽ egg doesn't contain any precious gems.	C	110000.0	['Materials used']
837	T738B	The Cockerel FabergŽ egg displays mulitple precious materials.	E	110000.0	['Materials used']
838	T738B	The Cockerel FabergŽ egg was  Krijitski's smallest Faberge egg creation.	N	100.0	[]
839	T738B	The Cockerel FabergŽ egg contains rose-cut diamonds and is about a foot tall.	C	110000.0	['Height', 'Materials used']
840	T738B	The Cockerel FabergŽ egg is more than half a foot tall.	E	10000.0	['Height']
841	T738B	The Cockerel FabergŽ egg is lagest FabergŽ egg in the world.	N	10.0	[]
842	T738B	The Cockerel FabergŽ egg has a singing doll inside of it.	C	110000.0	['Surprise']
843	T738B	Cockerel FabergŽ egg made by Krijitski has a  singing bird.	E	10.0	['Surprise', 'Workmaster']
844	T738B	The bird within the Cockerel FabergŽ egg flaps its wings when it sings.	N	1000.0	[]
845	T738B	The Cockerel FabergŽ egg is made up using silver and platinum.	C	10000.0	['Materials used']
846	T1508A	Josta lasted less than five years before being discontinued.	C	100000.0	['Discontinued', 'Introduced']
847	T1508A	Josta was first made in the last 10 years of the 20th century.	C	100000.0	['Introduced']
848	T1508A	No one has been able to drink Josta since 1997	E	100000.0	['Discontinued']
849	T1508A	People began to protest to ban Josta in 1990, this led to its banning in 1992.	N	1000.0	[]
850	T1508A	Josta is a drink that was popular in from 1920s to 1990 .	C	10000.0	['Discontinued', 'Introduced']
851	T1508A	Josta was still being made in the 1990s.	E	10000.0	['Discontinued']
852	T1508A	Josta made by Monster Beverage is more like Bawls than Vodka.	N	1000.0	[]
853	T1508A	Monster Beverage has released an energy soft drink in the market.	E	10000.0	['Manufacturer', 'Introduced', 'Type']
854	T1508A	Josta was discontinued due to fall in its sale in 1990's.	N	10.0	[]
855	T1508B	Josta was first made in the last 10 years of the 20th century.	E	0.0	[]
856	T1508B	No one has been able to drink Josta since 1992	E	110000.0	['Discontinued']
857	T1508B	People began to ban Josta shortly after its introduction due its alcohol content.	N	100.0	[]
858	T1508B	Josta is a Portugal origin drink that was sold in the enitre last decade of 20th century.	C	10000.0	['Discontinued']
859	T1508B	Josta was produced for a single year.	E	100.0	['Discontinued', 'Introduced']
860	T1508B	Josta is more like Jolt than Surge, it also has alcohol content similar to vodka.	N	100.0	[]
861	T1508B	Diageo launched a failed energy soft drink in the market in 1990s.	E	100.0	['Manufacturer', 'Type', 'Introduced', 'Discontinued']
862	T1508B	Josta was discontinued after 1 year as it did not meet food safety standards.	N	1000.0	[]
863	T1508B	Josta lasted about five years before being discontinued.	C	10000.0	['Introduced', 'Discontinued']
864	T778A	Crystal Head Vodka cannot be seen through.	E	100000.0	['Color']
865	T778A	Crystal Head Vodka is more than half alcohol by volume.	E	100000.0	['Alcohol by volume']
866	T778A	Crystal Head Vodka originated north of the U.S.	C	100000.0	['Country of origin']
867	T778A	Crystal Head Vodka was introduced in a different country from where it originated.	C	100000.0	['Country of origin', 'Introduced']
868	T778A	Crystal Head Vodka was released in the USA.	C	100000.0	['Introduced']
869	T778A	Crystal Head Vodka has a yellowish color.	E	10000.0	['Color']
870	T778A	Crystal Head Vodka is sold in UK.	N	100.0	[]
871	T778A	Crystal Head Vodka was developed in USA for years before 1898.	N	100.0	[]
872	T778A	Crystal Head Vodka which is 110 proof has a red and gold label.	N	1000.0	[]
873	T778B	Crystal Head Vodka cannot be seen through.	E	100000.0	['Color']
874	T778B	Crystal Head Vodka is dark brown in colour.	E	110000.0	['Color']
875	T778B	Crystal Head Vodka is manafactured by Gazeta Sporturilor and sold in Canada.	N	1000.0	['Manufacturer']
876	T778B	Crystal Head Vodka was released in the Canada.	C	110000.0	['Introduced']
877	T778B	Crystal Head Vodka was developed in Canada for years before 2007 by its manufacturer Gazeta Sporturilor.	N	1000.0	[]
878	T778B	Crystal Head Vodka was introduced in the same country from where it was originated.	C	110000.0	['Country of origin', 'Introduced']
879	T778B	Crystal Head Vodka is less than half alcohol by volume.	E	10000.0	['Alcohol by volume']
880	T778B	Crystal Head Vodka is an American vodka has a blue and gold label.	N	1000.0	[]
881	T778B	Crystal Head Vodka originated in South America.	C	100.0	['Country of origin']
882	T778C	Crystal Head Vodka is a clear alchol.	E	10000.0	['Color']
883	T778C	Russian origin Crystal Head Vodka is sold in Canada.	N	1000.0	[]
884	T778C	Crystal Head Vodka was released in Russia.	C	110000.0	['Introduced']
885	T778C	Crystal Head Vodka can be seen through.	E	10000.0	['Color']
886	T778C	Crystal Head Vodka started developing in Russia during world war 1.	N	100.0	[]
887	T778C	Crystal Head Vodka was introduced and originated in Russia.	C	110000.0	['Country of origin', 'Introduced']
888	T778C	Crystal Head Vodka is a strong alcohol with 40% alcohol by volume.	E	100.0	['Alcohol by volume']
889	T778C	Crystal Head Vodka manafactured by Globefill Inc. has a blue and gold label.	N	1000.0	[]
890	T778C	Crystal Head Vodka originated in the U.S.	C	100000.0	['Country of origin']
891	T709A	Crack-Up has recorded at several studios only on the east coast.	E	100000.0	['Studio']
